Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2020-12-17,aston-villa,burnley,0,0,27,6,7,4,17,19,11,1,1,1,0,0,1.75,3.8,4.5,D,5,4,14.8,5.4,7.4,11.7,2.2,0.0,2.1,1.3,1.6,1.7,8.0,-1.0,1.8,1.2,60.0,40.0,1.0,60.0,40.0,1.0,8.5,2.4,4.4,10.0,1.2,0.0,0.4,1.4,0.9,1.3,-10.0,-4.0,0.9,1.5,20.0,40.0,1.0,50.0,70.0,2.0,75,77,76,76.0,76,76,76,76.0,Villa Park
2020-12-27,leeds,burnley,1,0,11,14,4,6,8,14,4,12,0,3,0,0,1.72,4.0,4.33,W,7,6,17.1,5.2,6.5,10.0,1.8,0.0,1.5,2.2,,,-7.0,,1.0,,30.0,,0.0,40.0,,0.0,8.4,2.7,3.4,10.5,1.1,0.0,0.5,1.1,0.8,1.3,-6.0,-5.0,1.3,1.3,30.0,30.0,1.0,70.0,70.0,4.0,74,77,74,75.0,76,76,76,76.0,Elland Road
2021-01-16,west-ham,burnley,1,0,15,10,4,2,12,9,7,4,2,1,0,0,1.8,3.5,4.75,W,5,4,12.0,4.0,5.0,9.7,0.6,0.0,1.1,1.1,1.6,1.2,0.0,4.0,1.8,1.6,50.0,40.0,1.0,80.0,80.0,3.0,8.7,2.8,4.3,11.1,1.1,0.0,0.6,0.9,0.7,1.4,-3.0,-7.0,1.5,1.0,40.0,20.0,0.0,70.0,60.0,0.0,77,78,79,78.0,77,76,76,76.33,London Stadium
2021-01-21,liverpool,burnley,0,1,27,6,6,4,11,8,12,0,2,1,0,0,1.18,7.5,15.0,L,4,5,14.6,5.6,7.3,10.8,1.1,0.0,1.9,0.5,2.6,1.1,14.0,15.0,1.7,2.6,40.0,80.0,0.0,90.0,100.0,1.0,9.3,2.9,4.4,11.5,1.2,0.0,0.6,1.0,0.6,1.4,-4.0,-8.0,1.4,0.9,40.0,20.0,0.0,60.0,50.0,0.0,86,84,86,85.33,77,76,76,76.33,Anfield
2021-01-31,chelsea,burnley,2,0,19,1,8,0,7,9,4,2,0,1,0,0,1.33,5.0,9.5,W,4,4,14.5,5.0,7.8,12.3,1.9,0.0,1.1,1.3,1.9,1.1,-2.0,8.0,1.1,1.6,30.0,40.0,0.0,50.0,80.0,1.0,9.0,3.3,3.8,12.2,1.2,0.0,0.9,0.7,0.5,1.4,2.0,-9.0,1.7,0.9,50.0,20.0,2.0,70.0,50.0,2.0,81,83,81,81.67,77,76,76,76.33,Stamford Bridge
2021-02-13,palace,burnley,0,3,13,16,3,4,15,14,7,4,0,0,0,0,2.37,3.1,3.2,L,5,4,7.6,2.7,2.6,9.3,1.3,0.0,0.8,2.1,1.3,1.8,-13.0,-5.0,1.1,1.2,30.0,30.0,0.0,50.0,60.0,0.0,8.9,3.1,3.6,11.1,1.5,0.0,0.8,1.1,0.3,1.2,-3.0,-9.0,1.3,0.9,40.0,20.0,0.0,50.0,50.0,1.0,75,76,77,76.0,77,76,76,76.33,Selhurst Park
2021-02-28,tottenham,burnley,4,0,16,10,7,3,6,10,3,4,0,0,0,0,1.53,4.0,6.5,W,4,8,11.3,4.2,4.0,12.1,1.5,0.1,1.2,1.3,1.6,1.1,-1.0,5.0,1.1,1.7,30.0,50.0,0.0,50.0,70.0,0.0,9.0,2.6,3.4,11.0,1.3,0.0,0.9,1.0,0.5,0.9,-1.0,-4.0,1.2,1.2,30.0,30.0,0.0,60.0,60.0,4.0,82,82,89,84.33,77,75,76,76.0,Tottenham Hotspur Stadium
2021-03-13,everton,burnley,1,2,14,14,4,5,9,6,7,4,0,4,0,0,1.83,3.5,4.5,L,5,7,7.9,2.9,3.1,10.4,1.6,0.0,1.1,1.4,0.7,1.4,-3.0,-7.0,1.4,1.0,40.0,30.0,0.0,60.0,40.0,0.0,9.4,3.5,3.8,9.9,1.1,0.0,1.0,1.4,0.5,1.3,-4.0,-8.0,1.1,1.1,20.0,30.0,0.0,70.0,50.0,2.0,79,80,81,80.0,78,75,76,76.33,Goodison Park
2021-04-04,southampton,burnley,3,2,24,7,9,5,11,10,6,7,0,0,0,0,2.05,3.3,3.8,W,10,10,10.5,3.6,5.0,10.0,1.5,0.2,0.9,2.7,1.0,1.3,-18.0,-3.0,0.4,0.8,10.0,20.0,0.0,20.0,40.0,0.0,9.8,3.5,4.0,8.9,1.4,0.0,0.9,1.3,0.7,1.4,-4.0,-7.0,1.1,1.3,20.0,40.0,1.0,70.0,50.0,3.0,76,77,78,77.0,78,75,76,76.33,St Mary's Stadium
2021-04-18,united,burnley,3,1,17,10,9,3,9,12,8,3,1,2,0,0,1.33,5.25,9.0,W,3,7,13.5,6.2,4.9,12.2,2.1,0.0,2.4,0.7,2.8,1.0,17.0,18.0,2.2,2.3,60.0,70.0,4.0,100.0,90.0,11.0,12.6,4.4,5.7,9.3,1.2,0.0,1.2,1.4,0.9,1.2,-2.0,-3.0,1.1,1.3,20.0,40.0,0.0,70.0,50.0,0.0,82,82,83,82.33,78,76,75,76.33,Old Trafford
2021-04-25,wolves,burnley,0,4,12,14,2,7,8,9,8,5,1,2,0,0,2.0,3.4,3.9,L,8,7,11.5,3.5,4.5,10.6,0.9,0.0,0.9,1.0,1.2,1.2,-1.0,0.0,1.5,1.4,40.0,40.0,2.0,70.0,60.0,2.0,11.6,4.0,5.2,9.7,1.2,0.0,1.2,1.6,0.9,1.5,-4.0,-6.0,1.0,1.0,20.0,30.0,0.0,60.0,40.0,0.0,79,80,79,79.33,78,76,75,76.33,Molineux Stadium
2021-05-10,fulham,burnley,0,2,21,14,3,5,11,10,8,4,2,0,0,0,2.2,3.4,3.3,L,9,7,11.0,3.7,5.0,12.3,1.5,0.0,0.5,1.3,0.3,1.2,-8.0,-9.0,0.8,0.5,20.0,10.0,0.0,40.0,30.0,0.0,11.4,4.3,5.3,8.9,1.5,0.0,1.3,1.7,1.3,1.5,-4.0,-2.0,0.9,1.2,20.0,40.0,0.0,50.0,40.0,0.0,74,75,75,74.67,78,76,75,76.33,Craven Cottage
2021-05-23,sheffield,burnley,1,0,12,10,3,3,11,1,8,9,3,1,0,0,2.8,3.6,2.4,W,4,4,7.6,1.5,3.9,11.5,2.1,0.0,0.3,2.0,0.7,1.5,-17.0,-8.0,0.6,1.2,20.0,40.0,0.0,20.0,40.0,0.0,12.6,4.5,5.5,8.7,1.3,0.0,1.4,1.9,1.5,1.4,-5.0,1.0,1.0,1.5,30.0,50.0,0.0,40.0,50.0,0.0,73,74,70,72.33,77,76,75,76.0,Bramall Lane
2021-08-21,liverpool,burnley,2,0,27,9,9,3,6,12,8,4,0,0,0,0,1.18,7.5,13.0,W,7,7,19.3,6.9,8.0,11.7,0.9,0.0,2.3,0.6,0.8,1.2,17.0,-4.0,2.6,1.0,80.0,30.0,6.0,100.0,40.0,11.0,12.7,4.1,6.5,8.7,1.1,0.0,1.2,2.0,1.5,1.4,-8.0,1.0,0.6,1.5,20.0,50.0,0.0,20.0,50.0,0.0,80,83,86,83.0,77,76,75,76.0,Anfield
2021-09-13,everton,burnley,3,1,14,11,6,6,3,6,4,6,1,1,0,0,1.7,3.75,5.0,W,10,10,13.1,4.4,5.2,10.6,1.5,0.0,1.1,1.1,1.1,1.4,0.0,-3.0,1.7,1.1,50.0,30.0,1.0,70.0,50.0,3.0,11.7,3.8,5.4,9.1,1.4,0.0,1.0,1.8,1.4,1.6,-8.0,-2.0,0.7,1.2,20.0,40.0,0.0,30.0,40.0,1.0,80,79,81,80.0,77,76,75,76.0,Goodison Park
2021-09-25,leicester,burnley,2,2,22,9,5,3,10,8,8,4,2,4,0,0,1.57,4.0,6.0,D,3,4,12.0,4.3,6.4,9.9,1.0,0.1,1.3,2.0,1.9,1.6,-7.0,3.0,1.0,1.5,30.0,50.0,0.0,40.0,50.0,0.0,12.2,3.7,6.0,8.5,1.3,0.0,0.6,1.9,1.5,1.7,-13.0,-2.0,0.4,1.2,10.0,40.0,0.0,20.0,40.0,0.0,79,81,82,80.67,77,76,76,76.33,King Power Stadium
2021-10-16,city,burnley,2,0,15,7,6,2,11,5,6,2,1,0,0,0,1.12,9.0,19.0,W,10,10,17.3,5.5,7.9,9.3,1.7,0.1,2.5,0.9,2.8,1.0,16.0,18.0,2.0,1.9,60.0,60.0,0.0,80.0,70.0,6.0,12.3,3.6,6.4,9.2,2.0,0.0,0.5,1.9,1.4,1.9,-14.0,-5.0,0.3,1.0,0.0,30.0,0.0,30.0,40.0,2.0,86,86,84,85.33,77,76,76,76.33,Etihad Stadium
2021-10-23,southampton,burnley,2,2,16,9,4,5,10,11,6,2,1,3,0,0,1.95,3.5,3.9,D,7,7,13.5,3.8,5.1,11.5,1.8,0.1,0.6,1.5,1.3,1.1,-9.0,2.0,0.7,1.5,10.0,40.0,1.0,50.0,70.0,1.0,11.4,3.4,6.0,8.7,1.9,0.0,0.5,1.7,1.4,1.7,-12.0,-3.0,0.3,1.0,0.0,30.0,0.0,30.0,40.0,0.0,74,77,76,75.67,77,76,76,76.33,St Mary's Stadium
2021-11-06,chelsea,burnley,1,1,25,5,4,2,6,9,14,2,1,4,0,0,1.25,6.0,12.0,D,4,7,14.5,5.7,5.4,10.6,1.1,0.1,2.6,0.3,2.2,0.9,23.0,13.0,2.5,1.9,80.0,60.0,4.0,90.0,70.0,4.0,11.8,3.8,5.1,9.4,2.2,0.0,1.0,1.6,1.4,1.8,-6.0,-4.0,0.7,0.8,10.0,20.0,1.0,50.0,40.0,2.0,82,86,84,84.0,76,76,76,76.0,Stamford Bridge
2021-12-01,wolves,burnley,0,0,16,6,2,1,5,7,5,5,2,3,0,0,1.85,3.5,4.33,D,4,10,8.8,3.2,4.7,11.6,1.8,0.0,1.2,0.9,0.9,1.3,3.0,-4.0,2.0,1.5,60.0,50.0,0.0,80.0,50.0,2.0,11.5,4.3,4.5,9.5,2.6,0.0,1.3,1.6,1.3,1.6,-3.0,-3.0,0.9,0.9,10.0,20.0,0.0,70.0,50.0,4.0,77,81,78,78.67,76,76,76,76.0,Molineux Stadium
2021-12-04,newcastle,burnley,1,0,19,10,4,1,11,9,10,3,1,1,0,0,2.3,3.3,3.2,W,4,3,11.1,3.5,4.2,10.5,2.7,0.1,1.1,1.8,1.5,2.3,-7.0,-8.0,0.6,0.7,0.0,10.0,0.0,60.0,50.0,1.0,10.9,4.1,4.5,8.9,2.5,0.0,1.2,1.5,1.2,1.3,-3.0,-1.0,0.9,1.0,10.0,20.0,0.0,70.0,60.0,5.0,74,74,79,75.67,76,76,76,76.0,St. James Park
2021-12-30,united,burnley,3,1,18,10,6,3,5,10,7,5,0,0,0,0,1.36,5.0,9.0,W,3,10,11.3,4.2,3.9,11.9,2.6,0.2,1.3,1.9,1.7,1.8,-6.0,-1.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,5.0,9.9,3.4,4.0,9.6,2.5,0.0,1.1,1.2,0.8,1.4,-1.0,-6.0,1.0,0.7,10.0,10.0,0.0,80.0,50.0,1.0,81,83,86,83.33,76,76,76,76.0,Old Trafford
2022-01-02,leeds,burnley,3,1,22,8,7,2,11,7,9,3,2,1,0,0,2.05,3.5,3.5,W,10,3,13.3,4.5,4.2,13.7,3.3,0.0,1.1,2.1,1.3,1.6,-10.0,-3.0,1.0,1.3,20.0,30.0,0.0,60.0,70.0,0.0,10.0,3.4,4.1,9.8,2.1,0.0,1.0,1.3,0.7,1.7,-3.0,-10.0,0.9,0.4,10.0,0.0,0.0,70.0,40.0,0.0,76,77,78,77.0,76,76,76,76.0,Elland Road
2022-01-23,arsenal,burnley,0,0,20,10,5,1,9,13,12,4,0,2,0,0,1.36,4.75,9.0,D,3,10,15.0,5.9,4.8,8.6,1.7,0.1,2.1,1.2,1.8,0.8,9.0,10.0,1.8,2.2,60.0,70.0,0.0,60.0,80.0,0.0,9.4,3.2,3.5,9.2,1.7,0.0,1.1,1.6,0.8,1.9,-5.0,-11.0,0.8,0.4,10.0,0.0,0.0,60.0,40.0,0.0,79,80,83,80.67,76,76,75,75.67,Emirates Stadium
2022-02-19,brighton,burnley,0,3,11,10,1,4,12,12,4,4,1,4,0,0,1.66,3.5,6.0,L,4,6,13.5,4.2,5.4,9.6,1.2,0.1,1.2,1.0,0.8,1.1,2.0,-3.0,1.4,1.1,30.0,20.0,0.0,80.0,70.0,0.0,9.8,2.8,4.0,10.7,1.4,0.0,0.6,1.2,0.8,1.7,-6.0,-9.0,0.6,0.5,0.0,0.0,0.0,60.0,50.0,0.0,77,75,77,76.33,77,75,77,76.33,Falmer Stadium
2022-02-26,palace,burnley,1,1,11,5,4,1,5,17,5,4,0,2,0,0,1.9,3.6,4.0,D,3,3,9.8,3.7,4.8,9.8,1.4,0.1,1.4,1.5,1.7,1.5,-1.0,2.0,1.0,1.2,20.0,30.0,1.0,60.0,60.0,1.0,10.2,2.6,3.9,10.6,1.3,0.0,0.7,0.9,1.0,1.4,-2.0,-4.0,1.0,0.8,20.0,10.0,2.0,60.0,60.0,2.0,75,76,77,76.0,77,75,77,76.33,Selhurst Park
2022-03-12,brentford,burnley,2,0,13,7,4,1,6,10,2,9,1,1,0,1,2.15,3.2,3.6,W,7,7,8.7,3.1,3.4,9.9,1.6,0.1,0.9,2.0,0.9,1.4,-11.0,-5.0,0.7,1.0,20.0,30.0,1.0,30.0,40.0,1.0,9.3,2.5,4.0,11.3,1.5,0.0,0.7,1.2,0.9,1.3,-5.0,-4.0,1.0,0.8,20.0,10.0,0.0,60.0,60.0,0.0,74,75,75,74.67,77,75,77,76.33,Brentford Community Stadium
2022-04-10,norwich,burnley,2,0,17,18,6,4,12,10,6,7,1,1,0,0,2.87,3.2,2.55,W,8,4,9.0,2.5,3.9,9.8,1.2,0.0,1.0,1.9,0.7,2.1,-9.0,-14.0,0.8,0.8,20.0,20.0,0.0,40.0,40.0,1.0,8.5,2.6,4.8,10.9,1.5,0.1,0.9,1.5,0.9,1.3,-6.0,-4.0,1.1,0.8,30.0,10.0,1.0,50.0,60.0,1.0,73,74,72,73.0,77,75,77,76.33,Carrow Road
2022-04-17,west-ham,burnley,1,1,21,9,8,1,9,10,13,4,2,2,0,0,1.7,3.8,5.0,D,3,7,9.3,3.0,4.0,6.7,1.3,0.0,1.0,1.2,1.7,1.2,-2.0,5.0,1.4,2.0,40.0,60.0,0.0,60.0,80.0,0.0,9.4,2.7,5.3,10.8,1.4,0.1,0.8,1.6,0.7,1.3,-8.0,-6.0,1.0,0.7,30.0,10.0,0.0,40.0,50.0,0.0,76,79,80,78.33,76,75,77,76.0,London Stadium
2022-04-30,watford,burnley,1,2,13,17,1,6,13,9,5,6,1,2,0,0,2.6,3.3,2.75,L,7,6,9.2,2.8,3.6,8.7,1.4,0.0,0.8,2.4,0.7,2.7,-16.0,-20.0,0.7,0.0,20.0,0.0,0.0,30.0,0.0,0.0,10.0,2.6,5.8,10.6,1.7,0.1,0.8,1.6,0.7,1.3,-8.0,-6.0,1.1,0.7,30.0,10.0,2.0,50.0,50.0,3.0,73,75,75,74.33,76,75,77,76.0,Vicarage Road
2022-05-15,tottenham,burnley,1,0,21,8,8,1,12,8,8,2,3,2,0,0,1.33,5.25,9.0,W,3,8,12.5,4.1,4.4,9.7,1.7,0.0,2.3,0.8,2.6,1.1,15.0,15.0,2.0,1.9,60.0,60.0,1.0,80.0,70.0,4.0,11.7,3.5,5.8,10.1,1.7,0.1,1.0,1.7,0.9,1.4,-7.0,-5.0,1.3,0.9,40.0,20.0,0.0,50.0,50.0,0.0,78,80,83,80.33,76,75,77,76.0,Tottenham Hotspur Stadium
2022-05-19,aston-villa,burnley,1,1,22,10,9,5,11,20,13,6,0,1,0,1,2.05,3.5,3.6,D,4,4,12.6,5.4,5.2,11.1,2.0,0.0,1.2,1.3,1.4,1.7,-1.0,-3.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,1.0,11.9,3.5,5.5,9.7,1.7,0.1,1.0,1.4,0.9,1.4,-4.0,-5.0,1.3,0.9,40.0,20.0,0.0,50.0,50.0,0.0,79,78,79,78.67,76,75,77,76.0,Villa Park
2014-08-23,chelsea,leicester,2,0,27,6,10,4,11,11,8,7,0,1,0,0,1.2,7.5,17.0,W,5,7,20.5,5.9,7.3,9.0,1.2,0.2,1.8,0.6,2.3,0.4,12.0,19.0,1.9,2.3,60.0,70.0,2.0,70.0,90.0,4.0,,,,,,,,,,,,,,,,,0.0,,,1.0,81,80,82,81.0,67,67,70,68.0,Stamford Bridge
2014-09-13,stoke,leicester,0,1,24,8,4,1,8,15,13,3,3,0,0,0,2.1,3.4,4.0,L,10,10,13.6,3.5,4.6,10.7,1.1,0.1,1.1,0.9,1.6,1.1,2.0,5.0,1.7,1.9,50.0,60.0,1.0,70.0,70.0,2.0,,,,,,,,,,,,,,,,,0.0,,,1.0,73,75,76,74.67,70,71,70,70.33,Bet365 Stadium
2014-09-27,palace,leicester,2,0,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88,W,3,6,9.5,4.0,4.8,13.4,1.9,0.1,1.7,1.9,1.0,1.2,-2.0,-2.0,1.3,1.4,30.0,40.0,1.0,70.0,60.0,3.0,,,,,,,,,,,,,,,,,2.0,,,3.0,71,72,71,71.33,67,68,70,68.33,Selhurst Park
2014-10-18,newcastle,leicester,1,0,19,7,6,2,13,15,10,7,0,3,0,0,2.25,3.6,3.3,W,10,10,13.8,3.5,5.3,10.9,1.9,0.3,1.1,1.9,1.1,2.0,-8.0,-9.0,0.7,1.1,10.0,30.0,0.0,50.0,50.0,1.0,,,,,,,,,,,,,,,,,0.0,,,1.0,76,75,78,76.33,67,68,70,68.33,St. James Park
2014-10-25,swansea,leicester,2,0,7,9,3,4,7,10,2,2,0,0,0,0,1.95,3.7,4.2,W,6,7,9.7,3.9,2.3,12.5,1.7,0.2,1.4,1.2,1.5,0.9,2.0,6.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,75,74,79,76.0,67,68,70,68.33,Swansea.com Stadium
2014-11-08,southampton,leicester,2,0,18,5,6,0,10,12,13,4,2,2,0,0,1.44,4.75,8.0,W,7,7,13.5,5.5,5.1,11.9,1.2,0.0,2.1,0.5,2.6,0.5,16.0,21.0,2.2,2.3,70.0,70.0,3.0,80.0,90.0,3.0,10.1,3.4,5.2,12.2,1.3,0.0,1.1,1.6,,,-5.0,,0.9,,20.0,,0.0,50.0,,0.0,73,76,76,75.0,67,68,70,68.33,St Mary's Stadium
2014-11-29,qpr,leicester,3,2,32,19,6,5,8,17,11,5,3,2,0,0,2.38,3.4,3.25,W,7,7,13.1,3.6,4.8,10.1,1.5,0.0,1.1,1.8,1.1,1.4,-7.0,-3.0,0.8,0.9,20.0,20.0,0.0,40.0,50.0,0.0,10.2,3.1,5.2,12.5,1.5,0.0,0.9,1.4,,,-5.0,,0.9,,20.0,,0.0,50.0,,1.0,72,73,72,72.33,67,68,70,68.33,Loftus Road
2014-12-07,aston-villa,leicester,2,1,16,10,7,4,9,14,5,5,4,4,0,1,2.4,3.4,3.2,W,5,5,9.8,2.8,2.9,11.4,2.0,0.1,0.4,1.7,0.9,1.6,-13.0,-7.0,0.6,0.9,10.0,20.0,1.0,40.0,50.0,4.0,12.4,3.6,5.6,12.4,1.5,0.1,1.0,1.9,,,-9.0,,0.5,,10.0,,0.0,30.0,,0.0,74,71,72,72.33,67,68,70,68.33,Villa Park
2014-12-20,west-ham,leicester,2,0,10,10,2,4,8,17,9,4,0,3,0,0,1.75,3.9,5.0,W,7,7,14.7,4.7,6.2,12.2,1.5,0.0,1.7,0.9,1.4,0.8,8.0,6.0,2.1,1.9,60.0,60.0,0.0,90.0,70.0,4.0,11.9,3.5,6.1,13.3,1.6,0.2,0.6,1.7,,,-11.0,,0.2,,0.0,,0.0,20.0,,0.0,72,74,76,74.0,67,68,70,68.33,Boleyn Ground
2014-12-28,hull,leicester,0,1,18,4,5,2,12,12,7,1,0,1,1,1,2.25,3.4,3.5,L,2,2,9.2,2.0,3.1,12.2,2.1,0.2,0.5,1.2,0.8,1.6,-7.0,-8.0,0.6,0.6,10.0,10.0,1.0,40.0,40.0,1.0,12.9,3.7,6.0,12.9,1.5,0.2,0.5,1.8,,,-13.0,,0.1,,0.0,,0.0,10.0,,0.0,71,71,72,71.33,67,68,70,68.33,Hull City Stadium
2015-01-01,liverpool,leicester,2,2,18,16,6,3,13,10,4,5,2,2,0,0,1.4,5.0,9.0,D,3,4,14.9,4.9,4.9,9.3,1.5,0.1,1.3,1.3,1.3,0.9,0.0,4.0,1.4,1.6,40.0,40.0,2.0,60.0,80.0,3.0,12.4,3.5,5.9,13.1,1.6,0.3,0.6,1.6,0.5,1.6,-10.0,-11.0,0.4,0.6,10.0,20.0,1.0,20.0,20.0,1.0,78,79,76,77.67,67,68,70,68.33,Anfield
2015-01-31,united,leicester,3,1,12,4,5,1,8,12,4,3,0,1,0,0,1.36,5.5,9.5,W,8,7,9.8,4.4,4.4,11.8,1.9,0.0,1.7,0.6,2.1,0.6,11.0,15.0,2.1,2.5,60.0,80.0,1.0,90.0,90.0,1.0,12.6,3.5,5.8,13.3,1.6,0.4,0.9,1.6,0.7,1.6,-7.0,-9.0,0.7,0.7,20.0,20.0,0.0,30.0,30.0,0.0,80,79,85,81.33,67,68,70,68.33,Old Trafford
2015-02-10,arsenal,leicester,2,1,17,11,7,4,13,14,6,6,2,2,0,0,1.29,6.0,12.0,W,3,3,12.9,5.1,6.7,10.2,2.0,0.2,2.3,1.2,2.4,0.9,11.0,15.0,1.9,2.1,60.0,60.0,0.0,70.0,90.0,0.0,11.0,3.2,5.7,13.2,1.8,0.3,0.7,1.4,0.7,1.9,-7.0,-12.0,0.7,0.4,20.0,10.0,0.0,30.0,20.0,0.0,80,81,79,80.0,67,68,70,68.33,Emirates Stadium
2015-02-22,everton,leicester,2,2,18,15,3,4,7,6,4,7,0,1,0,0,1.83,3.6,5.0,D,3,7,11.5,3.4,4.5,11.1,2.3,0.2,0.7,1.2,1.2,0.8,-5.0,4.0,0.9,1.4,20.0,30.0,0.0,50.0,80.0,0.0,11.1,3.2,5.8,13.2,1.6,0.2,0.7,1.4,0.8,1.9,-7.0,-11.0,0.7,0.4,20.0,10.0,0.0,30.0,20.0,0.0,78,78,78,78.0,67,68,70,68.33,Goodison Park
2015-03-04,city,leicester,2,0,22,6,9,2,11,3,10,3,0,1,0,0,1.25,7.0,13.0,W,3,10,15.4,5.7,7.7,12.2,2.4,0.0,2.1,1.3,2.2,0.9,8.0,13.0,1.6,2.3,40.0,70.0,0.0,80.0,90.0,0.0,11.9,3.5,5.7,12.3,1.7,0.2,0.9,1.5,1.0,2.0,-6.0,-10.0,0.8,0.5,20.0,10.0,0.0,40.0,30.0,1.0,81,83,84,82.67,67,68,70,68.33,Etihad Stadium
2015-03-21,tottenham,leicester,4,3,10,14,4,5,8,9,4,4,2,1,0,0,1.53,4.0,6.0,W,6,7,16.1,6.0,5.7,12.2,2.1,0.0,2.2,1.8,1.9,1.3,4.0,6.0,1.9,2.1,60.0,60.0,0.0,70.0,90.0,0.0,10.8,3.0,5.2,10.9,1.4,0.2,0.8,1.3,1.0,2.0,-5.0,-10.0,0.9,0.5,20.0,10.0,0.0,50.0,30.0,1.0,78,80,77,78.33,67,68,70,68.33,White Hart Lane
2015-04-11,west-brom,leicester,2,3,8,12,5,4,15,15,4,6,2,2,0,0,2.3,3.4,3.4,L,7,7,9.4,2.9,3.6,9.9,2.1,0.2,0.8,1.4,0.9,1.3,-6.0,-4.0,1.2,1.5,30.0,50.0,0.0,60.0,50.0,0.0,12.2,3.7,5.7,10.8,1.2,0.1,1.0,1.6,1.3,2.2,-6.0,-9.0,0.8,0.5,20.0,10.0,1.0,40.0,30.0,1.0,72,74,70,72.0,67,68,70,68.33,The Hawthorns
2015-04-25,burnley,leicester,0,1,12,8,4,4,16,16,6,4,3,0,0,0,2.63,3.3,2.9,L,7,7,11.5,3.6,5.0,10.7,1.4,0.1,0.5,1.3,0.9,1.0,-8.0,-1.0,0.6,1.2,10.0,30.0,0.0,40.0,60.0,0.0,13.4,4.1,5.7,10.2,1.2,0.0,1.4,1.7,1.4,2.1,-3.0,-7.0,1.1,0.8,30.0,20.0,3.0,50.0,40.0,3.0,69,69,70,69.33,67,68,70,68.33,Turf Moor
2015-05-16,sunderland,leicester,0,0,13,11,3,0,14,15,8,9,4,1,0,0,2.8,3.3,2.75,D,7,7,11.1,3.4,4.8,12.3,2.5,0.1,0.8,1.4,0.8,1.6,-6.0,-8.0,1.2,1.1,30.0,30.0,2.0,60.0,50.0,3.0,13.0,4.3,5.3,10.3,0.7,0.0,1.7,1.2,1.4,1.9,5.0,-5.0,1.9,1.1,60.0,30.0,2.0,70.0,50.0,2.0,73,73,74,73.33,67,68,70,68.33,Stadium of Light
2015-08-15,west-ham,leicester,1,2,10,11,3,6,11,12,8,4,1,3,1,0,2.25,3.5,3.4,L,6,7,11.6,3.5,5.8,11.3,1.7,0.0,0.7,1.0,1.1,1.1,-3.0,0.0,1.1,1.2,30.0,30.0,1.0,50.0,60.0,1.0,14.7,4.8,5.9,11.6,0.8,0.0,2.3,0.9,1.4,1.7,14.0,-3.0,2.5,1.2,80.0,30.0,2.0,90.0,60.0,5.0,72,74,75,73.67,68,72,71,70.33,Boleyn Ground
2015-08-29,bournemouth,leicester,1,1,5,4,2,2,9,19,4,4,2,4,0,0,2.2,3.6,3.4,D,4,4,,,,,,,,,,,,,,,,,1.0,,,1.0,13.9,4.5,5.2,10.8,1.0,0.0,2.1,0.8,1.5,1.8,13.0,-3.0,2.3,1.2,70.0,30.0,0.0,90.0,60.0,7.0,68,69,69,68.67,68,72,71,70.33,Dean Court
2015-09-19,stoke,leicester,2,2,11,12,4,5,7,12,3,4,1,4,0,0,2.5,3.4,3.0,D,7,6,12.6,5.0,3.9,11.0,1.7,0.3,1.3,1.1,1.7,1.1,2.0,6.0,1.0,1.6,20.0,50.0,0.0,60.0,60.0,0.0,13.8,4.3,5.0,11.3,1.6,0.0,2.2,1.1,1.4,1.7,11.0,-3.0,2.1,1.2,60.0,30.0,1.0,90.0,60.0,9.0,74,75,76,75.0,68,72,71,70.33,Bet365 Stadium
2015-10-03,norwich,leicester,1,2,17,16,2,5,4,4,16,8,0,1,0,0,2.3,3.5,3.3,L,7,7,12.4,4.3,4.0,12.1,1.6,0.1,1.1,1.8,1.1,1.2,-7.0,-1.0,1.0,1.2,20.0,30.0,0.0,60.0,60.0,3.0,13.9,4.6,4.8,11.4,1.9,0.0,2.2,1.5,1.5,1.6,7.0,-1.0,1.9,1.3,50.0,30.0,0.0,90.0,70.0,0.0,73,74,76,74.33,73,74,74,73.67,Carrow Road
