Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2015-08-08,leicester,sunderland,4,2,19,10,8,5,13,17,6,3,2,4,0,0,1.95,3.5,4.33,W,10,10,14.2,4.5,5.7,11.2,0.7,0.0,2.2,1.1,1.6,0.7,11.0,9.0,2.2,1.9,70.0,60.0,1.0,80.0,70.0,4.0,12.1,4.1,4.5,11.6,2.2,0.0,0.8,1.4,0.9,1.4,-6.0,-5.0,1.2,0.7,30.0,10.0,0.0,60.0,50.0,0.0,68,72,71,70.33,72,73,76,73.67,King Power Stadium
2015-08-29,aston-villa,sunderland,2,2,21,7,6,3,10,14,5,4,2,1,0,0,1.91,3.5,4.75,D,4,4,11.8,3.8,4.6,10.8,1.8,0.1,1.3,1.8,1.1,1.5,-5.0,-4.0,1.3,1.0,40.0,30.0,0.0,50.0,40.0,0.0,11.2,4.1,4.3,12.1,2.4,0.0,1.1,1.7,0.9,1.5,-6.0,-6.0,1.0,0.7,20.0,10.0,0.0,60.0,50.0,1.0,74,74,72,73.33,72,73,76,73.67,Villa Park
2015-09-19,bournemouth,sunderland,2,0,15,9,5,2,14,15,7,3,2,4,0,1,1.7,4.0,5.5,W,7,6,,,,,,,,,,,,,,,,,0.0,,,0.0,10.4,3.8,3.7,11.6,2.2,0.0,1.1,1.5,1.0,1.5,-4.0,-5.0,1.0,0.8,20.0,10.0,0.0,60.0,60.0,0.0,68,69,69,68.67,72,73,76,73.67,Dean Court
2015-09-26,united,sunderland,3,0,12,9,7,4,12,17,5,2,0,3,0,0,1.2,7.5,16.0,W,3,4,12.6,3.9,4.8,12.4,1.4,0.1,1.2,0.8,2.0,0.7,4.0,13.0,1.8,2.3,50.0,70.0,2.0,80.0,90.0,2.0,10.1,3.4,3.9,11.9,2.4,0.1,0.9,1.6,0.9,1.6,-7.0,-7.0,0.7,0.7,10.0,10.0,0.0,50.0,50.0,0.0,75,82,77,78.0,74,74,78,75.33,Old Trafford
2015-10-17,west-brom,sunderland,1,0,8,9,1,2,12,13,1,5,2,2,0,0,2.05,3.4,4.2,W,10,10,10.3,3.6,4.9,9.7,2.2,0.0,1.0,1.5,1.2,1.6,-5.0,-4.0,1.1,1.1,30.0,30.0,0.0,50.0,50.0,0.0,9.9,3.5,3.3,12.7,2.2,0.2,0.9,2.1,0.9,1.7,-12.0,-8.0,0.4,0.7,0.0,10.0,0.0,40.0,50.0,1.0,71,74,77,74.0,74,76,77,75.67,The Hawthorns
2015-11-01,everton,sunderland,6,2,15,17,8,9,6,5,6,1,3,2,0,0,1.5,4.5,7.5,W,5,7,11.7,4.0,5.7,9.8,1.6,0.2,1.3,1.3,1.1,1.2,0.0,-1.0,1.3,1.4,30.0,40.0,0.0,70.0,60.0,0.0,9.3,2.8,3.4,13.6,2.3,0.2,1.1,1.9,0.8,1.7,-8.0,-9.0,0.6,0.6,10.0,10.0,1.0,40.0,40.0,1.0,74,78,80,77.33,73,75,76,74.67,Goodison Park
2015-11-23,palace,sunderland,0,1,19,12,7,4,18,11,11,2,1,3,0,0,1.57,4.0,7.0,L,10,10,12.2,4.3,5.0,12.5,2.2,0.1,1.0,0.9,0.8,1.3,1.0,-5.0,1.6,1.0,50.0,30.0,1.0,60.0,40.0,2.0,10.3,3.3,3.6,12.0,2.1,0.2,1.0,1.9,1.0,2.2,-9.0,-12.0,0.6,0.6,10.0,10.0,0.0,40.0,40.0,0.0,75,76,72,74.33,73,71,77,73.67,Selhurst Park
2015-12-05,arsenal,sunderland,3,1,16,11,7,4,7,11,3,2,1,1,0,0,1.29,6.0,13.0,W,6,7,16.1,5.7,6.4,9.5,1.0,0.2,2.1,0.9,1.2,0.6,12.0,6.0,2.0,1.6,60.0,40.0,0.0,80.0,80.0,1.0,11.6,3.7,4.0,10.5,1.9,0.2,1.0,1.6,1.0,2.1,-6.0,-11.0,1.0,0.8,30.0,20.0,2.0,40.0,40.0,2.0,79,79,81,79.67,73,72,73,72.67,Emirates Stadium
2015-12-19,chelsea,sunderland,3,1,17,11,7,3,12,12,2,2,1,3,0,0,1.33,5.25,12.0,W,5,7,12.6,3.9,5.7,11.3,1.7,0.1,0.9,1.4,1.4,1.3,-5.0,1.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,0.0,12.0,3.9,4.1,9.6,1.5,0.1,1.1,1.7,0.9,2.4,-6.0,-15.0,1.0,0.5,30.0,10.0,0.0,40.0,30.0,0.0,81,83,83,82.33,74,73,77,74.67,Stamford Bridge
2015-12-26,city,sunderland,4,1,19,11,9,3,10,11,5,1,1,1,0,0,1.2,7.0,13.0,W,5,7,14.9,5.8,6.7,10.6,1.8,0.0,2.0,1.3,2.7,1.1,7.0,16.0,1.7,2.4,50.0,80.0,0.0,70.0,80.0,0.0,12.2,3.8,4.1,9.1,1.5,0.1,1.2,1.7,1.0,2.7,-5.0,-17.0,1.0,0.4,30.0,10.0,0.0,40.0,20.0,0.0,81,84,84,83.0,73,74,74,73.67,Etihad Stadium
2016-01-13,swansea,sunderland,2,4,10,7,5,5,9,12,8,6,2,0,1,0,1.8,3.6,5.25,L,3,4,10.0,2.7,3.9,9.2,1.3,0.0,0.5,1.4,0.9,1.2,-9.0,-3.0,0.6,1.3,10.0,30.0,0.0,40.0,70.0,0.0,12.4,4.2,4.4,7.9,1.6,0.0,1.1,2.0,1.0,2.8,-9.0,-18.0,0.9,0.4,30.0,10.0,1.0,30.0,20.0,1.0,77,76,74,75.67,74,74,77,75.0,Swansea.com Stadium
2016-01-16,tottenham,sunderland,4,1,26,5,11,2,8,13,11,3,0,2,0,0,1.36,5.25,9.5,W,3,3,15.2,5.9,6.8,11.7,1.8,0.0,1.5,0.8,1.6,0.6,7.0,10.0,1.6,1.8,40.0,50.0,0.0,80.0,80.0,0.0,11.4,3.8,4.9,8.6,1.4,0.0,1.3,1.6,1.2,2.6,-3.0,-14.0,1.2,0.7,40.0,20.0,2.0,40.0,30.0,2.0,78,77,80,78.33,74,76,77,75.67,White Hart Lane
2016-02-06,liverpool,sunderland,2,2,16,7,5,2,4,12,7,2,1,1,0,0,1.44,4.75,8.5,D,4,4,18.3,4.4,6.9,9.7,1.1,0.0,1.2,1.9,1.3,1.5,-7.0,-2.0,1.1,1.3,30.0,30.0,0.0,50.0,70.0,0.0,10.1,3.5,4.2,9.2,1.4,0.0,1.2,2.1,1.1,2.8,-9.0,-17.0,0.7,0.6,20.0,20.0,0.0,30.0,20.0,0.0,79,79,79,79.0,74,75,78,75.67,Anfield
2016-02-27,west-ham,sunderland,1,0,9,13,3,4,11,9,5,6,1,0,0,0,1.8,3.5,4.5,W,6,10,13.6,4.6,5.0,8.9,1.6,0.0,1.5,1.0,1.6,0.8,5.0,8.0,1.6,2.0,40.0,50.0,0.0,80.0,100.0,1.0,10.4,3.6,4.0,9.4,1.5,0.0,1.5,2.0,1.3,2.8,-5.0,-15.0,1.1,0.7,30.0,20.0,1.0,50.0,30.0,2.0,75,76,76,75.67,74,73,77,74.67,Boleyn Ground
2016-03-05,southampton,sunderland,1,1,16,11,5,3,9,9,12,2,2,1,1,0,1.6,4.0,6.5,D,4,4,10.4,3.5,4.9,12.2,1.2,0.2,1.0,0.7,1.6,0.8,3.0,8.0,1.6,1.7,50.0,50.0,0.0,60.0,70.0,0.0,11.2,4.0,4.7,9.1,1.2,0.0,1.5,1.6,1.3,2.6,-1.0,-13.0,1.2,0.7,30.0,20.0,0.0,60.0,30.0,1.0,77,75,76,76.0,73,74,77,74.67,St Mary's Stadium
2016-03-20,newcastle,sunderland,1,1,17,14,8,4,14,7,2,5,4,1,0,0,2.1,3.5,3.8,D,6,10,13.1,4.6,4.4,10.9,0.9,0.1,0.9,2.0,1.6,1.4,-11.0,2.0,0.7,1.5,20.0,40.0,0.0,30.0,70.0,0.0,11.5,4.0,4.3,9.2,1.2,0.0,1.6,1.6,1.4,2.6,0.0,-12.0,1.3,0.8,30.0,20.0,0.0,70.0,40.0,2.0,75,75,77,75.67,74,74,78,75.33,St. James Park
2016-04-16,norwich,sunderland,0,3,19,8,6,3,7,11,14,0,2,2,0,0,2.4,3.3,3.25,L,7,6,10.3,2.6,4.4,12.2,2.2,0.0,0.7,1.4,1.5,1.6,-7.0,-1.0,0.8,1.3,20.0,30.0,0.0,40.0,70.0,0.0,14.1,3.9,4.6,8.6,1.0,0.0,0.9,1.2,1.3,2.1,-3.0,-8.0,0.9,0.9,10.0,20.0,0.0,70.0,50.0,0.0,73,73,76,74.0,73,74,77,74.67,Carrow Road
2016-04-30,stoke,sunderland,1,1,11,14,3,5,13,13,2,8,2,2,0,0,2.75,3.3,2.8,D,7,6,11.7,3.6,4.2,11.3,1.1,0.0,1.3,2.0,1.2,1.5,-7.0,-3.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,14.0,3.8,4.2,9.6,1.2,0.0,1.1,1.0,1.5,2.1,1.0,-6.0,1.2,0.9,20.0,20.0,0.0,80.0,50.0,2.0,76,77,75,76.0,74,74,77,75.0,Bet365 Stadium
2016-05-15,watford,sunderland,2,2,21,6,6,4,11,10,7,4,1,0,0,0,2.05,3.75,3.7,D,4,4,11.4,4.2,5.1,13.5,2.2,0.1,0.9,2.0,1.2,1.1,-11.0,1.0,0.7,1.2,20.0,30.0,0.0,30.0,60.0,0.0,14.2,4.4,4.4,10.7,1.6,0.0,1.4,0.9,1.5,1.9,5.0,-4.0,1.5,1.0,30.0,20.0,2.0,90.0,60.0,5.0,74,75,77,75.33,74,74,77,75.0,Vicarage Road
2016-08-13,city,sunderland,2,1,16,7,4,3,11,14,9,6,1,2,0,0,1.25,6.5,15.0,W,10,10,13.8,4.8,5.9,11.2,1.4,0.0,1.9,1.0,2.2,1.0,9.0,12.0,1.6,1.7,40.0,50.0,0.0,80.0,70.0,2.0,13.1,4.2,4.4,10.6,1.5,0.0,1.4,0.9,1.6,1.8,5.0,-2.0,1.5,1.1,30.0,20.0,0.0,90.0,70.0,6.0,81,82,84,82.33,74,74,77,75.0,Etihad Stadium
2016-08-27,southampton,sunderland,1,1,16,5,7,2,15,8,5,5,2,2,0,0,1.57,3.6,6.5,D,8,3,16.0,4.5,6.1,10.5,1.1,0.0,2.2,1.4,2.3,1.0,8.0,13.0,2.0,2.3,60.0,70.0,0.0,80.0,90.0,0.0,13.1,4.3,5.1,11.5,1.6,0.0,1.4,1.1,1.6,1.6,3.0,0.0,1.3,1.1,30.0,20.0,0.0,70.0,70.0,0.0,76,76,76,76.0,74,74,77,75.0,St Mary's Stadium
2016-09-18,tottenham,sunderland,1,0,31,6,9,2,7,16,14,1,1,5,0,1,1.33,5.5,11.0,W,4,6,17.5,5.3,6.9,12.6,2.2,0.0,1.9,1.2,1.9,0.8,7.0,11.0,1.6,2.1,40.0,60.0,1.0,80.0,90.0,4.0,11.0,3.9,5.1,11.4,1.7,0.0,1.5,1.3,1.3,1.5,2.0,-2.0,1.3,0.9,30.0,10.0,0.0,70.0,70.0,0.0,79,78,82,79.67,74,74,77,75.0,White Hart Lane
2016-10-15,stoke,sunderland,2,0,18,11,6,1,10,13,6,4,1,1,0,0,2.0,3.6,4.0,W,10,10,10.3,2.9,4.7,11.6,2.4,0.0,0.9,2.0,1.1,2.0,-11.0,-9.0,0.7,1.2,10.0,30.0,0.0,50.0,60.0,2.0,10.0,3.6,4.6,11.8,1.7,0.1,1.4,1.7,1.2,1.2,-3.0,0.0,0.9,0.9,20.0,10.0,0.0,50.0,70.0,1.0,77,79,79,78.33,76,76,80,77.33,Bet365 Stadium
2016-10-22,west-ham,sunderland,1,0,20,10,3,2,10,13,6,2,2,5,0,0,1.67,4.0,5.75,W,7,7,15.7,3.6,4.8,11.0,2.3,0.1,1.3,2.1,1.7,2.0,-8.0,-3.0,1.0,1.5,30.0,40.0,1.0,40.0,70.0,2.0,9.6,3.3,4.7,12.0,1.4,0.1,1.1,1.7,1.0,1.2,-6.0,-2.0,0.6,0.8,10.0,10.0,0.0,40.0,60.0,0.0,77,79,80,78.67,75,76,80,77.0,London Stadium
2016-11-05,bournemouth,sunderland,1,2,22,9,7,4,14,17,12,2,3,2,0,1,1.65,4.2,5.5,L,7,7,11.3,3.5,5.8,9.7,1.3,0.1,1.2,1.4,1.5,1.7,-2.0,-2.0,1.2,1.4,30.0,40.0,0.0,60.0,60.0,0.0,8.9,2.4,4.0,11.7,2.2,0.1,0.7,2.0,1.0,1.2,-13.0,-2.0,0.2,0.8,0.0,10.0,0.0,20.0,60.0,0.0,72,74,76,74.0,75,75,80,76.67,Dean Court
2016-11-26,liverpool,sunderland,2,0,27,6,7,1,5,9,9,4,1,3,0,0,1.17,8.5,19.0,W,7,7,18.3,7.6,5.6,10.4,1.5,0.0,2.6,0.9,3.0,0.8,17.0,22.0,2.4,2.4,70.0,70.0,0.0,100.0,100.0,10.0,8.4,2.4,3.0,11.8,2.2,0.3,1.0,1.7,1.1,1.2,-7.0,-1.0,0.8,1.0,20.0,20.0,2.0,40.0,60.0,2.0,81,80,83,81.33,74,75,74,74.33,Anfield
2016-12-10,swansea,sunderland,3,0,14,11,5,2,10,8,7,4,1,2,0,0,2.15,3.5,3.6,W,7,7,9.8,4.1,3.8,12.4,1.8,0.0,1.2,2.5,1.5,1.8,-13.0,-3.0,0.5,1.2,10.0,30.0,0.0,30.0,60.0,0.0,9.6,2.7,2.7,11.6,2.5,0.3,1.1,1.6,1.0,1.3,-5.0,-3.0,1.0,0.9,30.0,20.0,1.0,40.0,50.0,1.0,74,77,79,76.67,74,75,74,74.33,Swansea.com Stadium
2016-12-26,united,sunderland,3,1,26,7,9,4,6,9,5,5,1,1,0,0,1.22,6.5,13.0,W,9,9,14.9,5.1,6.2,14.8,2.6,0.1,1.1,0.9,1.5,0.8,2.0,7.0,1.7,1.7,40.0,40.0,3.0,90.0,90.0,8.0,10.3,2.8,3.0,11.1,2.5,0.2,0.9,1.5,0.7,1.6,-6.0,-9.0,1.2,0.6,40.0,10.0,1.0,40.0,40.0,1.0,82,82,90,84.67,74,75,74,74.33,Old Trafford
2016-12-31,burnley,sunderland,4,1,16,11,6,3,10,8,6,2,1,1,0,0,2.4,3.25,3.3,W,5,5,9.4,3.7,3.8,12.3,2.2,0.0,1.1,1.6,1.5,1.0,-5.0,5.0,1.3,1.9,40.0,60.0,1.0,50.0,70.0,1.0,9.9,3.1,3.1,10.7,2.5,0.2,1.0,1.6,0.7,1.8,-6.0,-11.0,1.2,0.5,40.0,10.0,0.0,40.0,30.0,0.0,73,72,73,72.67,74,75,74,74.33,Turf Moor
2017-01-21,west-brom,sunderland,2,0,14,9,5,3,15,12,1,4,1,1,0,0,1.7,3.8,5.75,W,7,4,8.8,2.6,3.1,10.2,1.7,0.0,1.6,1.3,1.9,1.4,3.0,5.0,1.6,1.7,50.0,50.0,0.0,60.0,70.0,0.0,11.2,3.5,3.6,10.2,2.0,0.1,1.1,1.9,0.6,2.0,-8.0,-14.0,1.0,0.4,30.0,10.0,0.0,40.0,20.0,0.0,74,76,78,76.0,74,74,81,76.33,The Hawthorns
2017-02-04,palace,sunderland,0,4,21,10,9,7,8,8,6,1,3,3,0,0,1.7,3.9,5.5,L,4,4,8.8,3.3,4.1,13.7,2.4,0.0,1.1,1.5,1.3,1.5,-4.0,-2.0,0.8,0.7,20.0,20.0,1.0,40.0,30.0,1.0,10.7,3.4,3.6,10.5,1.9,0.0,0.8,1.9,0.5,2.0,-11.0,-15.0,0.8,0.4,20.0,10.0,0.0,40.0,20.0,1.0,77,77,81,78.33,74,75,78,75.67,Selhurst Park
2017-02-25,everton,sunderland,2,0,20,10,8,1,10,16,10,6,0,2,0,0,1.4,5.25,8.5,W,10,10,12.3,5.1,4.9,11.5,1.2,0.1,2.1,0.8,2.3,0.9,13.0,14.0,2.1,2.1,60.0,60.0,0.0,90.0,90.0,8.0,9.0,3.4,3.6,10.9,1.8,0.0,1.0,1.9,0.8,1.9,-9.0,-11.0,0.8,0.6,20.0,20.0,0.0,40.0,20.0,0.0,78,80,83,80.33,74,75,78,75.67,Goodison Park
2017-04-01,watford,sunderland,1,0,23,11,10,3,12,8,13,9,1,3,0,0,1.85,3.6,4.75,W,10,10,10.3,3.5,3.4,14.5,2.6,0.0,1.1,1.8,1.4,1.5,-7.0,-1.0,0.9,1.5,20.0,40.0,0.0,50.0,70.0,0.0,9.8,3.2,3.7,11.6,1.8,0.0,0.8,1.9,0.8,2.0,-11.0,-12.0,0.6,0.6,10.0,20.0,0.0,40.0,20.0,1.0,76,78,77,77.0,74,75,81,76.67,Vicarage Road
2017-04-04,leicester,sunderland,2,0,19,15,8,3,12,13,5,6,0,1,0,0,1.45,4.5,8.5,W,3,3,12.5,4.2,5.2,10.2,0.9,0.0,1.1,1.6,1.6,1.6,-5.0,0.0,1.3,1.6,40.0,50.0,4.0,50.0,60.0,4.0,9.8,3.2,4.4,11.6,2.0,0.0,0.7,1.6,0.8,1.9,-9.0,-11.0,0.6,0.6,10.0,20.0,0.0,40.0,20.0,0.0,76,78,78,77.33,74,75,81,76.67,King Power Stadium
2017-04-26,middlesbrough,sunderland,1,0,6,10,2,4,15,11,3,5,3,3,0,0,2.3,3.4,3.4,W,4,10,9.6,2.9,3.4,13.1,1.5,0.1,0.4,1.7,0.8,1.2,-13.0,-4.0,0.3,1.0,0.0,20.0,0.0,30.0,60.0,0.0,10.3,3.2,5.1,11.9,1.7,0.1,0.6,1.6,0.8,2.0,-10.0,-12.0,0.6,0.6,10.0,20.0,0.0,40.0,20.0,1.0,74,74,78,75.33,73,76,81,76.67,Riverside Stadium
2017-05-06,hull,sunderland,0,2,16,12,6,5,10,8,7,4,3,1,0,0,1.44,4.75,8.0,L,7,7,10.7,2.8,5.3,10.7,1.9,0.2,1.4,1.8,2.1,1.4,-4.0,7.0,1.4,2.1,40.0,60.0,0.0,60.0,90.0,2.0,11.7,3.3,5.9,12.6,1.8,0.1,0.2,1.8,0.6,2.0,-16.0,-14.0,0.2,0.3,0.0,10.0,0.0,20.0,10.0,0.0,75,75,76,75.33,73,76,81,76.67,Hull City Stadium
2017-05-16,arsenal,sunderland,2,0,36,6,13,2,15,10,17,3,4,2,0,0,1.09,13.0,29.0,W,3,3,11.7,4.3,5.8,10.1,1.8,0.0,1.7,1.2,1.9,0.6,5.0,13.0,1.9,2.5,60.0,80.0,3.0,70.0,90.0,3.0,12.6,4.0,5.9,11.9,2.0,0.1,0.4,1.4,0.8,1.8,-10.0,-10.0,0.5,0.6,10.0,20.0,0.0,30.0,20.0,0.0,82,84,81,82.33,73,76,81,76.67,Emirates Stadium
2017-05-21,chelsea,sunderland,5,1,28,7,8,3,8,15,11,1,1,1,0,0,1.14,9.0,23.0,W,6,5,17.1,6.0,6.3,11.1,2.0,0.0,2.3,1.2,2.9,1.2,11.0,17.0,2.4,2.7,80.0,90.0,5.0,80.0,90.0,5.0,12.1,3.9,5.6,11.8,2.1,0.1,0.4,1.4,0.8,1.7,-10.0,-9.0,0.5,0.6,10.0,20.0,0.0,30.0,20.0,0.0,81,84,86,83.67,73,76,81,76.67,Stamford Bridge
2012-08-19,city,southampton,3,2,20,9,15,6,4,6,7,3,1,2,0,0,1.17,7.0,17.0,W,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,85,83,83.0,68,71,71,70.0,Etihad Stadium
2012-09-15,arsenal,southampton,6,1,20,9,12,4,4,7,8,3,0,0,0,0,1.36,5.0,8.5,W,10,10,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,0.0,,,0.0,80,80,81,80.33,72,70,73,71.67,Emirates Stadium
2012-09-29,everton,southampton,3,1,17,8,9,2,2,3,10,3,0,0,0,0,1.4,4.75,8.0,W,7,7,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,77,75,76,76.0,72,70,73,71.67,Goodison Park
2012-10-20,west-ham,southampton,4,1,9,11,8,4,10,12,6,3,0,2,0,0,1.83,3.75,4.2,W,10,10,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,1.0,71,73,75,73.0,72,70,73,71.67,Boleyn Ground
2012-11-05,west-brom,southampton,2,0,16,9,6,5,6,12,8,6,1,0,0,0,1.73,3.75,4.75,W,8,8,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,71,75,74,73.33,72,70,73,71.67,The Hawthorns
2012-11-17,qpr,southampton,1,3,13,21,7,15,12,9,4,13,1,0,0,0,1.91,3.6,4.0,L,7,7,11.8,6.5,4.5,11.4,1.5,0.2,0.8,1.5,,,-7.0,,0.4,,0.0,,0.0,40.0,,0.0,11.3,5.3,5.0,9.7,1.0,0.0,1.3,2.6,,,-13.0,,0.5,,10.0,,0.0,30.0,,1.0,74,74,79,75.67,72,70,73,71.67,Loftus Road
2012-12-01,liverpool,southampton,1,0,24,8,11,4,10,8,10,4,2,0,0,0,1.4,4.5,8.5,W,3,3,16.0,8.8,7.7,11.2,1.0,0.1,1.5,1.0,,,5.0,,1.4,,30.0,,0.0,80.0,,0.0,12.1,5.9,5.3,10.2,1.2,0.0,1.6,1.7,,,-1.0,,1.2,,30.0,,0.0,60.0,,4.0,79,80,79,79.33,72,70,73,71.67,Anfield
2012-12-26,fulham,southampton,1,1,10,7,2,3,14,12,3,5,3,0,0,0,1.85,3.6,4.2,D,4,4,10.4,6.1,3.9,11.7,1.2,0.1,1.2,2.2,,,-10.0,,0.7,,10.0,,0.0,50.0,,0.0,12.7,6.7,6.0,11.1,0.7,0.0,1.0,1.3,,,-3.0,,1.1,,30.0,,0.0,50.0,,0.0,75,77,78,76.67,72,70,73,71.67,Craven Cottage
2012-12-29,stoke,southampton,3,3,10,8,8,7,6,9,7,4,1,2,1,0,1.8,3.5,4.75,D,3,3,8.5,4.2,4.5,12.0,2.3,0.1,1.0,0.5,,,5.0,,1.9,,50.0,,1.0,90.0,,9.0,12.3,6.6,6.2,11.1,0.5,0.0,1.0,1.0,,,0.0,,1.2,,30.0,,0.0,60.0,,1.0,75,76,75,75.33,72,70,73,71.67,Bet365 Stadium
2013-01-12,aston-villa,southampton,0,1,16,11,10,4,9,6,9,5,1,1,0,0,2.55,3.5,2.9,L,10,10,9.0,5.2,4.0,9.8,1.5,0.0,0.7,2.4,0.8,1.5,-17.0,-7.0,1.0,1.0,20.0,20.0,0.0,60.0,60.0,1.0,12.0,6.8,6.1,10.3,0.9,0.0,1.3,1.0,,,3.0,,1.4,,30.0,,0.0,80.0,,3.0,72,72,76,73.33,72,70,73,71.67,Villa Park
2013-01-16,chelsea,southampton,2,2,19,7,10,3,10,11,4,3,1,0,0,0,1.25,6.5,15.0,D,4,4,16.1,9.9,7.7,9.8,1.3,0.0,2.0,0.8,2.2,0.8,12.0,14.0,1.7,1.8,50.0,50.0,1.0,70.0,80.0,1.0,12.0,6.7,5.6,9.8,0.8,0.0,1.3,0.9,1.3,2.4,4.0,-11.0,1.6,0.8,40.0,20.0,1.0,80.0,40.0,4.0,81,81,81,81.0,72,70,73,71.67,Stamford Bridge
2013-01-30,united,southampton,2,1,11,21,7,10,10,10,4,8,2,1,0,0,1.25,6.5,14.0,W,10,9,14.3,9.0,4.7,11.1,1.9,0.0,2.5,1.2,2.7,1.2,13.0,15.0,2.6,2.7,80.0,90.0,0.0,100.0,90.0,11.0,10.3,5.6,5.2,10.2,0.8,0.0,1.0,1.0,1.3,2.3,0.0,-10.0,1.2,0.9,20.0,20.0,0.0,80.0,50.0,6.0,83,82,86,83.67,72,70,73,71.67,Old Trafford
2013-02-02,wigan,southampton,2,2,5,15,3,7,6,16,8,5,0,2,0,0,2.2,3.5,3.5,D,4,3,12.0,6.2,4.6,10.6,1.6,0.1,1.2,2.0,1.3,2.1,-8.0,-8.0,0.6,0.8,10.0,20.0,0.0,40.0,40.0,1.0,11.6,6.4,5.7,10.1,0.8,0.0,1.0,1.1,1.3,1.9,-1.0,-6.0,1.1,0.9,20.0,20.0,0.0,70.0,50.0,0.0,74,70,72,72.0,72,70,73,71.67,DW Stadium
2013-02-24,newcastle,southampton,4,2,11,11,5,7,12,12,7,3,0,4,0,0,2.2,3.5,3.2,W,3,10,13.7,8.7,5.8,11.1,2.2,0.0,1.6,2.3,1.3,1.6,-7.0,-3.0,1.0,1.2,30.0,40.0,0.0,40.0,40.0,0.0,11.8,6.5,5.7,10.7,1.1,0.0,1.4,1.3,1.4,1.8,1.0,-4.0,1.2,1.0,20.0,20.0,1.0,80.0,60.0,2.0,76,77,82,78.33,72,70,73,71.67,St. James Park
2013-03-09,norwich,southampton,0,0,3,15,2,7,9,10,1,7,2,3,0,0,2.5,3.4,3.0,D,7,7,9.5,5.2,4.5,10.8,2.1,0.0,0.7,1.8,1.2,0.9,-11.0,3.0,0.7,1.8,10.0,50.0,0.0,50.0,80.0,0.0,12.6,7.1,5.3,10.3,1.6,0.0,1.6,1.7,1.5,1.8,-1.0,-3.0,1.1,1.0,20.0,20.0,0.0,70.0,60.0,0.0,73,72,72,72.33,72,70,73,71.67,Carrow Road
2013-04-06,reading,southampton,0,2,8,12,3,4,5,11,8,4,0,0,0,0,3.3,3.6,2.25,L,7,7,7.0,3.4,4.4,9.5,1.3,0.1,1.3,2.1,1.6,2.0,-8.0,-4.0,1.0,1.4,30.0,40.0,0.0,40.0,60.0,0.0,14.3,8.1,6.2,11.1,1.6,0.0,1.6,1.5,1.5,1.6,1.0,-1.0,1.3,1.1,30.0,20.0,2.0,70.0,70.0,3.0,70,70,73,71.0,72,70,73,71.67,Madejski Stadium
2013-04-20,swansea,southampton,0,0,14,9,7,5,11,13,7,2,0,0,0,0,2.38,3.5,3.1,D,10,7,11.3,6.1,4.3,9.2,1.2,0.0,1.2,1.6,1.8,1.4,-4.0,4.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,1.0,14.9,8.2,6.0,10.6,1.6,0.0,1.7,1.4,1.4,1.5,3.0,-1.0,1.5,1.1,40.0,20.0,0.0,70.0,70.0,5.0,73,73,73,73.0,72,70,73,71.67,Swansea.com Stadium
2013-05-04,tottenham,southampton,1,0,7,10,4,6,8,9,5,5,1,1,0,0,1.44,4.75,8.0,W,7,7,15.3,9.0,6.9,10.1,1.5,0.0,1.9,1.4,1.6,0.9,5.0,7.0,2.0,2.1,60.0,60.0,0.0,80.0,90.0,4.0,13.8,7.4,5.6,10.2,1.5,0.2,1.4,1.3,1.4,1.4,1.0,0.0,1.5,1.2,40.0,20.0,0.0,70.0,80.0,0.0,79,80,81,80.0,72,70,73,71.67,White Hart Lane
