Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,HTGoalsScored,HTGoalsConceded,HTGoalsScoredHA,HTGoalsConcededHA,HTGoalsDiff,HTGoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
J Moss,Sun,0.0,0,2.6,-0.2999999999999998,1.3999999999999997,1.8000000000000007,0.5999999999999999,0.0,-0.4000000000000001,0.1999999999999999,0.6000000000000001,-0.5,-10.0,7.0,-0.1,0.5,0.7999999999999999,-0.3,-6.0,11.0,-0.3999999999999999,0.5,-10.0,30.0,2.0,-20.0,-10.0,-4.0,-2,1,-8,-3.0,-1,0,0.9500000000000002,3.6,White Hart Lane,D
S Attwell,Sat,0.0,1,1.9000000000000004,-0.8999999999999995,0.7999999999999998,-2.6,-0.8999999999999999,-0.1,-0.1999999999999999,0.1,-0.9,-0.7000000000000002,7.0,8.0,-0.5000000000000001,-0.5,0.0,-0.1999999999999999,0.0,2.0,0.7000000000000002,0.5,30.0,20.0,-1.0,10.0,10.0,2.0,6,6,6,6.0,-13,0,-3.9,4.0,Old Trafford,D
M Clattenburg,Sat,0.0,1,-1.1999999999999993,-1.4000000000000004,-0.6000000000000005,-0.6999999999999993,-1.0000000000000002,0.0,-0.9,-0.1,-0.0999999999999998,-1.1,-8.0,10.0,-0.7000000000000001,-0.4,-0.5,-0.2,-3.0,-3.0,-0.6000000000000001,0.3,-20.0,10.0,0.0,-20.0,10.0,0.0,3,4,-1,2.0,-2,0,-1.9,3.4,Bet365 Stadium,L
A Madley,Tue,0.0,0,0.9000000000000004,0.7000000000000002,0.2000000000000001,-0.0999999999999996,0.5,0.0,0.5000000000000001,1.4,0.4000000000000001,-0.3999999999999999,1.0,18.0,0.1999999999999999,0.3,0.8,-0.1999999999999999,-1.0,10.0,-0.4,0.5,-20.0,10.0,0.0,0.0,30.0,-3.0,0,0,5,1.6700000000000017,-9,-1,-1.95,3.5,St. James Park,D
A Taylor,Sat,0.0,0,-3.0,1.0000000000000004,0.7000000000000002,-1.0,0.1999999999999999,0.0,0.1999999999999999,0.3,0.8,0.5999999999999999,-6.0,-3.0,0.5,-0.1,0.6000000000000001,-0.3,6.0,9.0,-0.5,-0.7000000000000001,-10.0,-20.0,0.0,-30.0,-30.0,-5.0,-5,-1,3,-1.0,3,0,1.5,3.4,London Stadium,L
M Dean,Sat,0.0,0,-4.300000000000001,-1.5999999999999996,-1.7999999999999998,2.499999999999999,1.0,0.1,-1.0,-1.0,0.6,0.7,-16.0,-17.0,-0.4000000000000001,0.1999999999999999,-0.5,0.3999999999999999,-6.0,-9.0,-0.8999999999999999,-1.3000000000000005,-40.0,-50.0,-3.0,-10.0,-30.0,3.0,-7,-7,-11,-8.329999999999998,4,0,4.05,3.8,Turf Moor,W
C Foy,Sat,0.0,1,2.299999999999999,2.3,0.1000000000000005,-3.200000000000001,-0.1999999999999999,0.1,0.5000000000000001,0.4,0.3,-0.0999999999999998,2.0,5.0,0.3,0.5,0.1,0.3999999999999999,-2.0,-3.0,0.4,0.5000000000000001,10.0,10.0,0.0,20.0,30.0,0.0,-1,-2,4,0.3400000000000034,3,0,-1.25,3.4,Loftus Road,L
P Tierney,Sat,0.0,-2,-1.0,-0.5,0.3999999999999994,2.6000000000000014,-0.8999999999999999,-0.1,-0.2999999999999999,0.0,-0.1,-0.8,-2.0,8.0,0.0999999999999999,-0.3,0.0,-0.2,4.0,2.0,-0.0999999999999998,0.2999999999999999,0.0,20.0,3.0,-10.0,-10.0,4.0,-1,-1,-3,-1.6700000000000017,-3,0,-0.6000000000000001,3.3,St. James Park,L
P Tierney,Sun,0.0,2,-3.200000000000001,-0.7999999999999998,-2.7,0.9000000000000004,1.0,0.0,-1.5,-0.9000000000000001,0.3999999999999999,-0.0999999999999998,-19.0,-8.0,-0.7,0.2,-0.4,-0.0999999999999999,-9.0,-3.0,-0.5,0.1,-20.0,0.0,-2.0,-10.0,10.0,-1.0,-1,1,-5,-1.6700000000000017,3,0,1.4,3.4,Selhurst Park,L
C Kavanagh,Wed,0.0,-1,-2.4000000000000004,-0.5,-1.3000000000000007,1.4000000000000004,0.0,0.0,0.5,1.2999999999999998,-0.6000000000000001,-1.4999999999999998,11.0,28.0,0.5000000000000001,-0.5,0.1,-0.9,10.0,10.0,0.7999999999999998,2.0,30.0,60.0,2.0,20.0,80.0,1.0,3,4,11,6.0,-6,0,-6.0600000000000005,5.0,Emirates Stadium,W
M Oliver,Sat,0.0,1,5.200000000000001,0.9000000000000004,1.3000000000000007,-1.0,-0.0999999999999998,0.0,0.1,-0.3,0.7999999999999999,-0.1999999999999999,-7.0,-1.0,0.1,0.5,-0.1999999999999999,-0.1,-4.0,-1.0,-0.4000000000000001,-0.5,-20.0,-30.0,-1.0,0.0,10.0,-1.0,-5,-2,-2,-3.0,3,0,-1.36,3.6,Anfield,D
M Atkinson,Sat,0.0,-3,0.1999999999999993,0.7999999999999998,0.7000000000000002,-2.200000000000001,-1.1,0.1,0.0,0.5,-0.6000000000000001,-1.1,6.0,16.0,-0.1999999999999999,-0.1,-0.0999999999999999,-0.9,-1.0,8.0,1.1,1.4,40.0,40.0,0.0,30.0,60.0,-1.0,6,6,4,5.340000000000003,-21,-1,-8.64,5.25,Anfield,W
M Jones,Sat,-1.0,4,-0.6999999999999993,-1.2000000000000002,-2.5,-0.7999999999999989,0.3,0.2,-0.2999999999999998,0.0,-0.5,-1.3,2.0,13.0,-0.3999999999999999,0.3,-0.1999999999999999,0.0,-7.0,-2.0,-0.3999999999999999,1.0,-20.0,30.0,0.0,0.0,40.0,0.0,-5,-2,-8,-5.0,5,0,-1.15,3.5,The Hawthorns,D
D England,Sat,0.0,0,0.2999999999999989,-0.2999999999999998,-0.2999999999999998,0.8000000000000007,0.3,0.2,-1.0,-0.7999999999999999,-0.1,0.3,-9.0,-11.0,-0.5,0.1999999999999999,-0.6,0.2,-7.0,-8.0,-0.8,-0.5999999999999999,-30.0,-10.0,0.0,-20.0,-40.0,3.0,-2,-2,-3,-2.3299999999999983,12,1,0.9000000000000004,3.3,Craven Cottage,D
M Oliver,Mon,0.0,0,-4.199999999999999,-2.7,-2.0,0.5,0.0,-0.1,-0.8999999999999999,-0.1,0.7000000000000001,0.1999999999999999,-16.0,-3.0,0.0,0.3999999999999999,0.4,0.2,-4.0,2.0,-1.4,-0.5,-50.0,-10.0,-1.0,-40.0,-30.0,-3.0,-6,-2,0,-2.6700000000000017,2,0,1.25,3.4,The Hawthorns,D
J Moss,Sat,0.0,-4,4.1,1.5,0.5999999999999996,-2.4000000000000004,-0.0999999999999998,-0.1,1.2,0.7,-0.4000000000000001,-0.7,16.0,14.0,0.7999999999999999,-0.3,0.2999999999999999,-0.2999999999999999,11.0,6.0,1.3000000000000005,0.9000000000000001,50.0,30.0,0.0,30.0,30.0,0.0,3,3,-3,1.0,-7,0,-7.72,6.0,Stamford Bridge,L
J Moss,Thu,0.0,-1,5.600000000000001,3.8,2.0,-1.1999999999999993,-0.0999999999999998,0.1,1.0,0.7000000000000001,0.1999999999999999,-0.7,8.0,14.0,0.6,0.0999999999999999,0.3,-0.6,5.0,9.0,0.4000000000000001,1.2,10.0,50.0,0.0,20.0,20.0,5.0,7,5,4,5.329999999999998,-10,0,-11.71,6.0,Emirates Stadium,W
J Moss,Wed,0.0,1,7.700000000000001,4.1,3.1,-2.1999999999999997,-0.9000000000000001,0.0,1.6,2.1,-1.4,-1.0,30.0,31.0,1.1,-0.4,1.3,-0.0999999999999999,15.0,14.0,1.7000000000000002,2.0,60.0,70.0,7.0,50.0,60.0,7.0,11,14,13,12.670000000000002,-21,-1,-32.94,17.0,Etihad Stadium,W
R East,Sat,0.0,-3,-0.0999999999999996,-0.2999999999999998,1.0,3.1000000000000014,0.0,-0.1,0.0,0.0999999999999998,-0.3,-0.1,3.0,2.0,-0.2,-0.2,-0.3,-0.0999999999999999,0.0,-2.0,0.5000000000000001,0.3,10.0,10.0,2.0,30.0,10.0,2.0,-7,-6,-7,-6.670000000000002,6,0,0.0499999999999998,3.3,Selhurst Park,L
A Taylor,Wed,0.0,0,-2.9000000000000004,-1.2000000000000002,-1.1000000000000003,-1.5,-0.3,-0.1,-0.2000000000000001,0.1999999999999999,1.1,0.0,-13.0,2.0,-0.2,0.6000000000000001,0.2,-0.2,-8.0,4.0,-0.6000000000000001,0.6000000000000001,-20.0,30.0,0.0,-20.0,0.0,0.0,-4,-4,-7,-5.0,3,0,2.2,3.5,St. James Park,L
A Marriner,Wed,0.0,-1,-7.6,-3.1999999999999997,-3.9,3.0,1.2,0.1,-0.8999999999999999,0.5999999999999999,1.0,0.2999999999999999,-19.0,3.0,-0.6000000000000001,0.4,0.0999999999999998,0.0,-10.0,1.0,-1.1,0.2999999999999998,-40.0,0.0,-10.0,-30.0,30.0,-10.0,-3,-5,-3,-3.6700000000000017,1,0,6.0600000000000005,5.0,Old Trafford,L
M Dean,Sat,0.0,-5,-6.100000000000001,-1.6999999999999995,-0.3999999999999994,-1.700000000000001,-0.3999999999999999,-0.1,-0.1999999999999999,0.7,-0.4000000000000001,-1.2,2.0,19.0,0.1999999999999999,-0.2,0.7000000000000001,-0.8,4.0,15.0,0.2999999999999998,1.4,10.0,40.0,1.0,10.0,60.0,1.0,1,0,4,1.6700000000000017,-14,-1,-4.35,4.0,Bet365 Stadium,W
M Oliver,Sat,0.0,0,4.6,1.8999999999999997,1.0,1.799999999999999,0.1999999999999999,-0.1,0.5,0.1,-0.1999999999999999,-0.6000000000000001,7.0,7.0,-0.1999999999999999,-0.0999999999999999,-0.0999999999999999,-0.6000000000000001,-1.0,5.0,0.7000000000000002,0.5,30.0,20.0,0.0,10.0,10.0,0.0,-2,-4,1,-1.6599999999999966,2,0,-0.8700000000000001,3.4,White Hart Lane,D
G Scott,Wed,1.0,-1,3.4000000000000004,1.1,1.5,-1.0,-0.1999999999999999,0.0,0.3999999999999999,0.5,0.1999999999999999,-1.6,2.0,21.0,0.2,0.4,0.0,-0.7000000000000001,-2.0,7.0,0.8,1.4,30.0,40.0,1.0,20.0,60.0,1.0,6,7,9,7.329999999999998,-10,0,-13.75,6.5,Stamford Bridge,W
J Moss,Sat,2.0,1,6.199999999999999,3.0,0.6000000000000005,1.799999999999999,-0.4000000000000001,0.0,1.2,0.6000000000000001,0.0,0.1999999999999999,12.0,4.0,0.2,0.1,0.0,0.0,1.0,0.0,0.1,-0.5000000000000002,0.0,-20.0,0.0,10.0,-10.0,1.0,3,2,2,2.3299999999999983,-9,0,-4.47,4.2,Old Trafford,D
S Attwell,Tue,0.0,6,-1.9000000000000004,-0.7999999999999998,-0.7000000000000002,0.6999999999999993,0.7000000000000001,0.1,-0.1999999999999999,-0.1,0.8,0.4000000000000001,-10.0,-5.0,-0.0999999999999999,0.1999999999999999,0.2,0.1,-3.0,1.0,-0.8,-0.1999999999999999,-30.0,-10.0,-3.0,-20.0,0.0,-5.0,-1,-2,-2,-1.6700000000000017,-2,0,0.73,3.25,Selhurst Park,L
A Madley,Wed,0.0,-2,1.5,0.2000000000000001,0.5,0.0999999999999996,0.2000000000000001,0.0,-0.0999999999999998,1.2000000000000002,-0.5999999999999999,-0.7,5.0,19.0,-0.5,0.2,0.2,-0.2,-7.0,4.0,0.3,0.8,10.0,20.0,0.0,10.0,40.0,0.0,3,3,2,2.6700000000000017,-3,0,-3.65,4.2,Stamford Bridge,D
M Clattenburg,Sat,0.0,1,-5.200000000000001,-0.7999999999999998,-0.0999999999999996,2.3000000000000007,0.1999999999999999,-0.1,0.0999999999999998,0.3999999999999999,-0.7,-0.7000000000000001,8.0,11.0,-0.3,-0.4,-0.0999999999999999,-0.7000000000000001,1.0,6.0,0.5,0.7000000000000002,20.0,20.0,0.0,10.0,30.0,5.0,0,5,4,3.0,-8,0,-7.56,4.5,Old Trafford,D
J Brooks,Wed,1.0,-6,-2.6999999999999997,-1.0999999999999996,0.2000000000000001,2.1,-0.8,0.0,-0.1,-0.4,-0.7000000000000001,-0.3,6.0,-1.0,-0.4,-0.5,-0.4,0.4,1.0,-8.0,1.1,0.6,50.0,30.0,0.0,10.0,0.0,-2.0,1,5,2,2.6700000000000017,-4,0,-2.48,3.5,Molineux Stadium,D
N Swarbrick,Sun,-1.0,-5,4.6,2.3,-0.9000000000000004,3.6999999999999993,0.6000000000000001,0.1,0.7,0.4,-1.1,-1.5,18.0,19.0,0.3,-0.3,0.3,-0.3999999999999999,6.0,7.0,1.2000000000000002,1.4,30.0,30.0,-1.0,60.0,80.0,23.0,6,8,6,6.670000000000002,-7,0,-6.64,4.75,Old Trafford,D
N Swarbrick,Mon,0.0,0,-2.8000000000000007,-1.7999999999999998,-1.2999999999999998,1.3000000000000007,-0.6000000000000001,0.0,-0.3999999999999999,-0.1,0.7,0.1,-11.0,-2.0,-0.2,0.2,-0.3,0.4,-4.0,-7.0,-0.8,-0.2000000000000001,-30.0,-20.0,-1.0,-20.0,20.0,-1.0,-5,-8,-5,-6.0,8,0,5.43,4.0,Selhurst Park,L
C Pawson,Sat,0.0,0,2.0,1.7,0.2000000000000001,-1.700000000000001,-0.2999999999999998,0.0,0.7,0.6,1.4,1.1,-7.0,-5.0,0.3999999999999999,0.6000000000000001,0.0,0.4,-2.0,-4.0,0.3,0.2999999999999999,10.0,10.0,0.0,10.0,10.0,0.0,2,0,3,1.6700000000000017,-2,0,-2.55,3.39,Bet365 Stadium,W
A Marriner,Wed,0.0,1,-1.5,-3.3,-0.5,-0.3000000000000007,-0.0999999999999998,0.0,-1.5,-1.3,-0.1999999999999999,-0.3999999999999999,-13.0,-9.0,-0.8,-0.2,-0.7999999999999999,-0.5,-6.0,-3.0,-0.3,-0.7,-10.0,-20.0,-3.0,-10.0,-30.0,-2.0,-3,-6,-8,-5.670000000000002,8,0,4.39,4.2,St. James Park,L
C Kavanagh,Sat,0.0,1,-10.3,-2.8999999999999995,-6.6000000000000005,0.6000000000000014,-0.3999999999999999,0.1,-1.8000000000000005,-1.3,0.5,0.1,-23.0,-14.0,-0.7000000000000001,0.0,-0.4,-0.0999999999999999,-7.0,-3.0,-0.9000000000000001,-0.8999999999999999,-40.0,-40.0,-1.0,-10.0,-10.0,-1.0,-7,-10,-9,-8.670000000000002,12,0,11.84,8.0,St. James Park,D
K Friend,Sat,-1.0,-1,7.5,2.9000000000000004,0.3999999999999994,3.700000000000001,0.7000000000000001,-0.1,0.4000000000000001,-0.1999999999999999,-2.1,-1.7999999999999998,25.0,16.0,-0.0999999999999999,-0.8,-0.4,-0.9000000000000001,7.0,5.0,1.9,1.1,60.0,20.0,2.0,70.0,70.0,16.0,9,8,12,9.670000000000002,-11,0,-13.75,6.5,Old Trafford,D
R Madley,Mon,1.0,1,-0.200000000000001,-0.5999999999999996,2.6,-0.1000000000000014,-0.7,0.1,-0.0999999999999998,0.0999999999999998,0.3999999999999999,-0.7999999999999999,-5.0,9.0,-0.2999999999999999,0.3999999999999999,-0.3,-0.1999999999999999,-7.0,-1.0,-0.4000000000000001,0.6000000000000001,-10.0,20.0,-4.0,-20.0,20.0,-2.0,3,4,5,4.0,-14,-1,-1.1,3.39,Goodison Park,W
P Dowd,Sat,0.0,1,-4.0,-1.1999999999999995,-1.1000000000000003,0.5,0.8999999999999999,0.0,-0.8999999999999999,-0.3999999999999999,0.7,-0.3,-16.0,-1.0,-0.1999999999999999,0.0999999999999999,0.0999999999999999,-0.0999999999999999,-3.0,2.0,-0.8999999999999999,0.0,-40.0,-10.0,-3.0,-10.0,20.0,-2.0,1,-1,-2,-0.6700000000000017,1,0,0.4000000000000003,3.4,Stadium of Light,D
A Marriner,Sat,1.0,0,-8.1,-4.800000000000001,-2.6000000000000005,1.0,0.5,0.2,-0.5,-0.3,0.0999999999999999,-0.4000000000000001,-6.0,1.0,-0.5,0.3999999999999999,-0.3,0.3,-9.0,-6.0,0.1999999999999999,0.0,0.0,-10.0,0.0,20.0,20.0,0.0,-6,-5,-6,-5.670000000000002,8,0,2.38,3.5,Bet365 Stadium,L
H Webb,Sat,0.0,1,-2.1000000000000014,-0.7999999999999989,-0.6000000000000005,0.5999999999999996,0.3999999999999999,0.0,-0.8999999999999999,-1.0,1.0,0.0999999999999998,-19.0,-11.0,-0.4999999999999999,0.5,-0.4,0.3,-10.0,-7.0,-1.0,-0.8,-30.0,-20.0,1.0,-40.0,-40.0,-3.0,-5,-4,1,-2.6700000000000017,-1,0,2.0,3.6,St. James Park,W
C Pawson,Fri,0.0,-1,0.1999999999999993,-1.2999999999999998,0.6999999999999997,-0.3999999999999986,1.1,0.0,-0.7999999999999999,-1.5,0.0,1.1,-8.0,-26.0,-0.4,-0.0999999999999999,-0.5,0.0999999999999999,-3.0,-6.0,-0.5000000000000001,-1.2999999999999998,-20.0,-50.0,0.0,-10.0,-30.0,0.0,-8,-5,-2,-5.0,12,1,2.6100000000000003,4.1,Carrow Road,W
G Scott,Tue,0.0,0,6.0,2.2,0.2999999999999998,0.1999999999999993,0.1,0.1,0.5,1.1,-0.4000000000000001,-0.4000000000000001,9.0,15.0,0.0,-0.1,0.3,-0.2,1.0,5.0,0.7,1.1,30.0,40.0,1.0,10.0,30.0,0.0,2,4,8,4.670000000000002,-6,0,-8.64,5.25,Wembley Stadium,W
N Swarbrick,Sat,0.0,0,-0.7999999999999989,-0.5,0.2000000000000001,3.1,0.0,0.2,-0.5,0.3,-0.9000000000000001,-1.8,4.0,21.0,0.0,-0.6,0.6,-0.7999999999999999,6.0,14.0,0.4000000000000001,1.0,20.0,30.0,0.0,0.0,40.0,-1.0,4,1,-1,1.3299999999999983,-9,0,-4.9,4.0,St Mary's Stadium,D
C Pawson,Wed,0.0,1,-1.5999999999999996,-1.2999999999999998,-2.2,0.8000000000000007,0.9000000000000001,0.0,-0.9,-0.6,0.3,0.4,-12.0,-10.0,-0.3999999999999999,0.3,-0.1999999999999999,0.3999999999999999,-7.0,-6.0,-1.1,-1.2000000000000002,-50.0,-50.0,0.0,-10.0,-20.0,0.0,-9,-7,-12,-9.329999999999998,15,0,4.47,4.33,Falmer Stadium,L
J Moss,Sat,0.0,2,-2.6,-1.0999999999999996,-0.0999999999999996,-4.0,-1.4999999999999998,0.1,0.1999999999999999,0.1999999999999999,-0.4000000000000001,-0.7,6.0,9.0,-0.2,0.0,-0.3,0.5,-2.0,-8.0,0.7999999999999999,0.5,30.0,20.0,0.0,20.0,10.0,0.0,-2,-2,-3,-2.3299999999999983,5,1,-0.6499999999999999,3.4,Madejski Stadium,L
N Swarbrick,Sun,0.0,-4,8.899999999999999,2.4000000000000004,2.5,-1.1999999999999993,-0.6000000000000001,0.2,1.2000000000000002,1.9,-1.6,-1.9,28.0,38.0,0.3999999999999999,-1.1,1.0,-0.9000000000000001,15.0,19.0,1.4,2.3,50.0,80.0,1.0,40.0,70.0,1.0,8,7,10,8.329999999999998,-8,0,-15.8,7.5,Stamford Bridge,D
L Mason,Mon,-1.0,-2,-4.6,-2.0,-1.0999999999999996,-2.3000000000000007,-0.4000000000000001,0.0,-0.6,0.0,0.3,-0.2999999999999998,-9.0,3.0,-0.2,0.3,0.0999999999999999,-0.1999999999999999,-5.0,3.0,-0.7,-0.3,-30.0,-20.0,-1.0,-10.0,10.0,2.0,-2,-5,-3,-3.3299999999999983,3,0,1.2999999999999998,3.25,Turf Moor,W
M Oliver,Sat,1.0,-3,4.6,2.3000000000000003,1.5,2.5,0.5,-0.2,0.6000000000000001,0.5,-0.5999999999999999,-0.7,12.0,12.0,0.3,-0.5000000000000001,0.1,-0.5,8.0,6.0,0.4,0.9,10.0,30.0,0.0,20.0,30.0,0.0,6,6,6,6.0,-15,-1,-5.4,3.5,Molineux Stadium,L
M Atkinson,Sat,0.0,0,-3.6,-0.8000000000000003,-1.2000000000000002,1.0999999999999996,0.0,-0.0999999999999999,-0.3,0.0,0.9000000000000001,1.1,-12.0,-11.0,-0.1,0.3,0.0999999999999999,-0.2,-4.0,3.0,-0.6000000000000001,-0.0999999999999999,-20.0,-10.0,-2.0,-20.0,10.0,-2.0,-6,-6,-14,-8.659999999999997,14,1,4.18,4.0,The Hawthorns,L
M Atkinson,Tue,2.0,0,-1.4000000000000004,-0.5,-0.2999999999999998,-2.700000000000001,-0.1,0.0,0.5999999999999999,0.6000000000000001,-0.6000000000000001,0.1999999999999999,12.0,4.0,0.3,-0.2,0.2999999999999999,-0.0999999999999999,5.0,4.0,0.8999999999999999,0.5999999999999999,30.0,20.0,0.0,30.0,20.0,-1.0,3,3,5,3.6700000000000017,-16,-1,-4.2,4.2,London Stadium,W
N Swarbrick,Mon,0.0,1,-2.6000000000000014,0.0,-1.2000000000000002,-1.200000000000001,-1.1,0.0,-0.2999999999999998,-0.1,1.1,0.2000000000000001,-14.0,-3.0,0.3,0.3,0.0999999999999999,-0.3,0.0,4.0,-1.1,-0.3,-40.0,-20.0,-2.0,-30.0,10.0,-3.0,-9,-10,-9,-9.329999999999998,12,0,6.0600000000000005,5.0,Dean Court,L
J Moss,Sun,0.0,4,5.800000000000001,1.5999999999999996,0.2999999999999998,-1.0999999999999996,-0.2999999999999998,0.2,0.4000000000000001,1.3,-0.3,-0.8999999999999999,7.0,22.0,-0.4,0.2999999999999999,0.0,0.1999999999999999,-7.0,-2.0,0.6000000000000001,1.7000000000000002,20.0,60.0,0.0,20.0,50.0,0.0,8,6,8,7.340000000000003,-10,0,-6.0,4.5,White Hart Lane,W
P Bankes,Sun,0.0,3,1.0999999999999996,1.4,-2.5000000000000004,-0.200000000000001,0.8,-0.1,0.2999999999999999,0.4,-0.3,-0.1,6.0,5.0,-0.1,0.0,-0.1,0.0999999999999999,-1.0,-2.0,0.6000000000000001,0.1999999999999999,20.0,10.0,1.0,20.0,0.0,1.0,1,-1,4,1.3299999999999983,-7,-1,0.1999999999999997,3.0,Turf Moor,D
M Jones,Sat,0.0,1,6.5,3.6000000000000005,0.6000000000000005,0.6000000000000014,0.0,-0.1,1.6,2.8,-0.3999999999999999,-0.3999999999999999,20.0,32.0,0.2,-0.2999999999999999,0.6000000000000001,-0.3,5.0,9.0,1.8,1.9,70.0,70.0,16.0,40.0,50.0,26.0,7,11,8,8.670000000000002,-6,0,-21.88,11.0,Etihad Stadium,W
K Friend,Sat,0.0,-1,6.9,1.4999999999999996,1.0999999999999996,-3.0,0.1999999999999999,0.0,0.1,0.1,-0.4000000000000001,-0.7,5.0,8.0,0.3,-0.2,0.1,-0.5,5.0,6.0,0.1,0.4999999999999999,0.0,20.0,0.0,10.0,10.0,2.0,5,6,2,4.329999999999998,-12,0,-9.72,5.5,Stamford Bridge,W
M Atkinson,Sat,0.0,0,-0.9000000000000004,1.2999999999999998,-0.1999999999999993,-0.6999999999999993,0.4000000000000001,0.1,0.8,0.5,0.1,-1.4,7.0,19.0,0.4999999999999999,-0.0999999999999999,0.3,-0.6000000000000001,6.0,9.0,1.2,0.9,40.0,20.0,2.0,40.0,50.0,2.0,0,1,2,1.0,-2,0,-1.95,3.5,St. James Park,D
A Taylor,Sat,1.0,1,2.700000000000001,0.5000000000000004,0.6000000000000005,-1.5999999999999996,0.3999999999999999,0.0,-0.2999999999999998,0.1,-0.2999999999999998,-0.3999999999999999,0.0,5.0,-0.1999999999999999,-0.0999999999999999,-0.1999999999999999,0.0,-1.0,-2.0,0.0,0.5,0.0,20.0,0.0,0.0,10.0,0.0,3,-2,2,1.0,-7,0,-0.5500000000000003,3.2,St. James Park,W
R Madley,Sat,0.0,1,1.0,-0.5,0.2000000000000001,0.0999999999999996,0.0,0.0,-0.2999999999999998,0.0,0.6000000000000001,0.1,-9.0,-1.0,-0.2999999999999999,0.5,-0.3,0.0,-8.0,-3.0,-0.0999999999999998,0.2,0.0,10.0,-1.0,-10.0,0.0,-3.0,1,-4,-1,-1.3299999999999983,1,0,-0.1699999999999999,3.29,Bet365 Stadium,D
M Clattenburg,Mon,0.0,0,-7.300000000000001,-3.3000000000000003,-1.0999999999999996,2.5,1.1,-0.1,-2.0,-2.0,-0.7,-0.6000000000000001,-13.0,-14.0,-1.3,-0.1999999999999999,-0.9,-0.4,-11.0,-5.0,-1.0000000000000002,-0.6000000000000001,-40.0,-20.0,0.0,-20.0,-20.0,0.0,-12,-12,-6,-10.0,16,1,7.6,5.0,Selhurst Park,D
R East,Sat,0.0,0,2.6,1.4,-0.5999999999999996,0.7000000000000011,0.1999999999999999,-0.1,1.0,1.6999999999999995,-1.0,-0.7,20.0,24.0,0.4,-0.4999999999999999,0.9,-0.3,9.0,12.0,1.6,1.9,50.0,70.0,4.0,60.0,50.0,4.0,6,8,13,9.0,-8,0,-8.7,5.5,Old Trafford,W
M Atkinson,Sun,0.0,-1,1.9000000000000004,0.9000000000000004,-1.3000000000000007,-0.0999999999999996,0.0999999999999998,-0.1,0.0,0.7999999999999998,-0.1999999999999999,0.1999999999999999,2.0,6.0,-0.1999999999999999,-0.0999999999999999,0.5,0.0,-1.0,5.0,0.6000000000000001,0.5,20.0,20.0,2.0,20.0,10.0,10.0,-2,0,-9,-3.6599999999999966,-5,0,-1.5500000000000005,3.4,Anfield,L
L Mason,Sat,0.0,0,-7.700000000000001,-4.4,-2.3,0.7000000000000011,-0.7999999999999998,0.3,-0.0999999999999999,0.0,0.6000000000000001,0.3,-7.0,-3.0,0.1,0.1999999999999999,0.0999999999999999,-0.2,-1.0,3.0,-0.8,-0.7,-20.0,-20.0,-1.0,-40.0,-30.0,-2.0,-5,-5,-7,-5.670000000000002,12,0,2.59,3.6,Stadium of Light,L
P Dowd,Mon,0.0,-4,3.1000000000000014,0.9000000000000004,3.9,-1.3000000000000007,0.0,0.1,0.7,1.6,-1.0,-0.8,17.0,24.0,0.2,-0.7000000000000001,0.5,-0.6000000000000001,9.0,11.0,0.7,1.7,30.0,60.0,0.0,10.0,50.0,-2.0,9,9,11,9.670000000000002,-6,0,-9.8,7.0,Etihad Stadium,W
D England,Sat,0.0,0,0.0,-0.3000000000000007,0.2999999999999998,2.5,1.0,0.0,-0.1999999999999999,0.1999999999999999,-0.1999999999999999,-0.0999999999999999,0.0,3.0,0.2,0.0,0.0999999999999999,-0.0999999999999999,2.0,2.0,0.0,0.0,0.0,-10.0,0.0,0.0,20.0,0.0,-3,-2,-3,-2.6599999999999966,8,0,0.8000000000000003,3.4,Selhurst Park,L
R Madley,Sat,0.0,0,-3.3000000000000007,-1.9000000000000004,0.0,2.8000000000000007,-0.2000000000000001,-0.1,-0.6999999999999997,-1.2999999999999998,0.9,0.0999999999999998,-16.0,-14.0,-0.7,0.6000000000000001,-1.0,-0.1,-13.0,-9.0,-1.0,-0.8999999999999999,-30.0,-30.0,0.0,-40.0,-30.0,-4.0,-6,-6,-4,-5.329999999999998,11,0,4.97,4.5,Selhurst Park,L
K Friend,Sun,0.0,-1,-5.6,-3.2,-0.0999999999999996,-0.5999999999999996,0.5,0.0,-2.0,-0.9999999999999998,0.5,-0.8,-25.0,-2.0,-1.2000000000000002,0.1999999999999999,-0.8999999999999999,-0.5000000000000001,-14.0,-4.0,-1.5000000000000002,0.1,-60.0,0.0,-1.0,-30.0,10.0,-4.0,-8,-6,-2,-5.329999999999998,1,0,4.13,4.33,The Hawthorns,D
